s	external_id	project	continental_pop	subpop	gvcf	cram	crai	realign_cram	realign_crai	batch	operation	flowcell_lane	library_id	platform	centre	r_contamination	r_chimera	r_duplication	median_insert_size	fam_id	mat_id	sex	original_gvcf	pat_id
HG00673	HG00673	thousand-genomes	chs	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG00673.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	SH079	HG00672	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG00673/analysis/HG00673.haplotypeCalls.er.raw.vcf.gz	HG00671
HG00685	HG00685	thousand-genomes	chs	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG00685.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	SH083	HG00684	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG00685/analysis/HG00685.haplotypeCalls.er.raw.vcf.gz	HG00683
HG00691	HG00691	thousand-genomes	chs	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG00691.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	SH085	HG00690	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG00691/analysis/HG00691.haplotypeCalls.er.raw.vcf.gz	HG00689
HG00694	HG00694	thousand-genomes	chs	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG00694.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	SH086	HG00693	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG00694/analysis/HG00694.haplotypeCalls.er.raw.vcf.gz	HG00692
HG00700	HG00700	thousand-genomes	chs	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG00700.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	SH088	HG00699	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG00700/analysis/HG00700.haplotypeCalls.er.raw.vcf.gz	HG00698
HG00702	HG00702	thousand-genomes	chs	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG00702.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	SH089	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG00702/analysis/HG00702.haplotypeCalls.er.raw.vcf.gz	0
HG00703	HG00703	thousand-genomes	chs	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG00703.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	SH089	HG00702	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG00703/analysis/HG00703.haplotypeCalls.er.raw.vcf.gz	HG00701
HG00706	HG00706	thousand-genomes	chs	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG00706.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	SH090	HG00705	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG00706/analysis/HG00706.haplotypeCalls.er.raw.vcf.gz	HG00704
HG00709	HG00709	thousand-genomes	chs	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG00709.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	SH091	HG00708	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG00709/analysis/HG00709.haplotypeCalls.er.raw.vcf.gz	HG00707
HG00733	HG00733	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG00733.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR05	HG00732	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG00733/analysis/HG00733.haplotypeCalls.er.raw.vcf.gz	HG00731
HG00735	HG00735	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG00735.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR06	HG00734	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG00735/analysis/HG00735.haplotypeCalls.er.raw.vcf.gz	HG01047
HG00738	HG00738	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG00738.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR07	HG00737	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG00738/analysis/HG00738.haplotypeCalls.er.raw.vcf.gz	HG00736
HG00741	HG00741	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG00741.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR09	HG00740	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG00741/analysis/HG00741.haplotypeCalls.er.raw.vcf.gz	HG00739
HG01050	HG01050	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01050.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR08	HG01049	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01050/analysis/HG01050.haplotypeCalls.er.raw.vcf.gz	HG01048
HG01053	HG01053	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01053.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR11	HG01052	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01053/analysis/HG01053.haplotypeCalls.er.raw.vcf.gz	HG01051
HG01056	HG01056	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01056.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR12	HG01055	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01056/analysis/HG01056.haplotypeCalls.er.raw.vcf.gz	HG01054
HG01062	HG01062	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01062.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR14	HG01061	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01062/analysis/HG01062.haplotypeCalls.er.raw.vcf.gz	HG01060
HG01068	HG01068	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01068.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR16	HG01067	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01068/analysis/HG01068.haplotypeCalls.er.raw.vcf.gz	HG01066
HG01071	HG01071	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01071.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR17	HG01070	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01071/analysis/HG01071.haplotypeCalls.er.raw.vcf.gz	HG01069
HG01074	HG01074	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01074.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR18	HG01073	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01074/analysis/HG01074.haplotypeCalls.er.raw.vcf.gz	HG01072
HG01081	HG01081	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01081.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR21	HG01080	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01081/analysis/HG01081.haplotypeCalls.er.raw.vcf.gz	HG01079
HG01084	HG01084	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01084.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR28	HG01083	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01084/analysis/HG01084.haplotypeCalls.er.raw.vcf.gz	HG01082
HG01087	HG01087	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01087.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR26	HG01086	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01087/analysis/HG01087.haplotypeCalls.er.raw.vcf.gz	HG01085
HG01096	HG01096	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01096.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR29	HG01095	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01096/analysis/HG01096.haplotypeCalls.er.raw.vcf.gz	HG01094
HG01099	HG01099	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01099.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR31	HG01098	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01099/analysis/HG01099.haplotypeCalls.er.raw.vcf.gz	HG01097
HG01100	HG01100	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01100.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR32	HG01248	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01100/analysis/HG01100.haplotypeCalls.er.raw.vcf.gz	HG01247
HG01103	HG01103	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01103.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR19	HG01102	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01103/analysis/HG01103.haplotypeCalls.er.raw.vcf.gz	HG01101
HG01106	HG01106	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01106.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR25	HG01105	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01106/analysis/HG01106.haplotypeCalls.er.raw.vcf.gz	HG01104
HG01109	HG01109	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01109.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR33	HG01108	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01109/analysis/HG01109.haplotypeCalls.er.raw.vcf.gz	HG01107
HG01114	HG01114	thousand-genomes	clm	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01114.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	CLM03	HG01113	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01114/analysis/HG01114.haplotypeCalls.er.raw.vcf.gz	HG01112
HG01126	HG01126	thousand-genomes	clm	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01126.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	CLM04	HG01125	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01126/analysis/HG01126.haplotypeCalls.er.raw.vcf.gz	HG01124
HG01135	HG01135	thousand-genomes	clm	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01135.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	CLM07	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01135/analysis/HG01135.haplotypeCalls.er.raw.vcf.gz	HG01133
HG01138	HG01138	thousand-genomes	clm	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01138.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	CLM08	HG01137	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01138/analysis/HG01138.haplotypeCalls.er.raw.vcf.gz	HG01136
HG01141	HG01141	thousand-genomes	clm	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01141.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	CLM09	HG01140	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01141/analysis/HG01141.haplotypeCalls.er.raw.vcf.gz	HG01139
HG01150	HG01150	thousand-genomes	clm	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01150.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	CLM12	HG01149	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01150/analysis/HG01150.haplotypeCalls.er.raw.vcf.gz	HG01148
HG01169	HG01169	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01169.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR39	HG01168	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01169/analysis/HG01169.haplotypeCalls.er.raw.vcf.gz	HG01167
HG01172	HG01172	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01172.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR24	HG01171	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01172/analysis/HG01172.haplotypeCalls.er.raw.vcf.gz	HG01170
HG01175	HG01175	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01175.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR36	HG01174	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01175/analysis/HG01175.haplotypeCalls.er.raw.vcf.gz	HG01173
HG01178	HG01178	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01178.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR42	HG01177	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01178/analysis/HG01178.haplotypeCalls.er.raw.vcf.gz	HG01176
HG01184	HG01184	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01184.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR44	HG01183	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01184/analysis/HG01184.haplotypeCalls.er.raw.vcf.gz	HG01182
HG01189	HG01189	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01189.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR38	HG01188	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01189/analysis/HG01189.haplotypeCalls.er.raw.vcf.gz	HG01187
HG01192	HG01192	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01192.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR40	HG01191	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01192/analysis/HG01192.haplotypeCalls.er.raw.vcf.gz	HG01190
HG01199	HG01199	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01199.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR46	HG01198	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01199/analysis/HG01199.haplotypeCalls.er.raw.vcf.gz	HG01197
HG01206	HG01206	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01206.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR49	HG01205	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01206/analysis/HG01206.haplotypeCalls.er.raw.vcf.gz	HG01204
HG01243	HG01243	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01243.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR22	HG01242	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01243/analysis/HG01243.haplotypeCalls.er.raw.vcf.gz	HG01241
HG01249	HG01249	thousand-genomes	pur	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01249.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	PR34	HG01111	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01249/analysis/HG01249.haplotypeCalls.er.raw.vcf.gz	HG01110
HG01252	HG01252	thousand-genomes	clm	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01252.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	CLM14	HG01251	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01252/analysis/HG01252.haplotypeCalls.er.raw.vcf.gz	HG01250
HG01255	HG01255	thousand-genomes	clm	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01255.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	CLM15	HG01254	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01255/analysis/HG01255.haplotypeCalls.er.raw.vcf.gz	HG01253
HG01258	HG01258	thousand-genomes	clm	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01258.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	CLM16	HG01257	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01258/analysis/HG01258.haplotypeCalls.er.raw.vcf.gz	HG01256
HG01261	HG01261	thousand-genomes	clm	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01261.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	CLM17	HG01260	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01261/analysis/HG01261.haplotypeCalls.er.raw.vcf.gz	HG01259
HG01273	HG01273	thousand-genomes	clm	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01273.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	CLM21	HG01272	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01273/analysis/HG01273.haplotypeCalls.er.raw.vcf.gz	HG01271
HG01274	HG01274	thousand-genomes	clm	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01274.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	CLM22	0	1	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01274/analysis/HG01274.haplotypeCalls.er.raw.vcf.gz	0
HG01276	HG01276	thousand-genomes	clm	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01276.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	CLM22	HG01275	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01276/analysis/HG01276.haplotypeCalls.er.raw.vcf.gz	HG01274
HG01278	HG01278	thousand-genomes	clm	-	gs://cpg-thousand-genomes-main/gvcf/raw/HG01278.g.vcf.gz	-	-	-	-	-	add	-	-	-	-	-	-	-	-	CLM23	0	2	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_14151/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Project_CCDG_14151_B01_GRM_WGS.gVCF.2020-02-12/Sample_HG01278/analysis/HG01278.haplotypeCalls.er.raw.vcf.gz	0
